법령일련번호,법령명,법령구분,소관부처,시행일자
91389,국가보위에 관한 특별조치법 제5조제4항에 의한 동원대상지역 내의 토지의 수용ㆍ사용에 관한 특별조치령에 의하여 수용ㆍ사용된 토지의 정리에 관한 특별조치법,법률,국방부,20090731
260195,국가보훈 기본법,법률,국가보훈부,20240213
282491,국가보훈부와 그 소속기관 직제,대통령령,국가보훈부,행정안전부,20260106
255639,국가연구개발사업 등의 성과평가 및 성과관리에 관한 법률,법률,과학기술정보통신부,20231031
260807,국가연구개발혁신법,법률,과학기술정보통신부,20250228
285043,국가연구개발혁신법 시행규칙,과학기술정보통신부령,과학기술정보통신부,20260325
283965,국가연구개발혁신법 시행령,대통령령,과학기술정보통신부,20260310
248537,국가유공자 등 단체 설립에 관한 법률,법률,국가보훈부,20230605
276369,국가유공자 등 예우 및 지원에 관한 법률,법률,국가보훈부,20251001
284685,국가유공자 등 예우 및 지원에 관한 법률 시행령,대통령령,국가보훈부,20260324
260461,국가유산기본법,법률,국가유산청,20240517
262239,국가유산기본법 시행령,대통령령,국가유산청,20240517
260477,국가유산보호기금법,법률,국가유산청,20240517
279661,국가유산수리 등에 관한 법률,법률,국가유산청,20251111
275175,국가유산수리 등에 관한 법률 시행령,대통령령,국가유산청,20260331
260463,국가유산영향진단법,법률,국가유산청,20250214
266711,국가인권위원회법,법률,국가인권위원회,20250604
283993,국가자원안보 특별법,법률,산업통상부,20260310
195068,국가장법,법률,행정안전부,20170726
285189,국가재정법,법률,기획예산처,재정경제부,20260331
280807,국가재정법 시행령,대통령령,기획예산처,재정경제부,20260102
276211,국가전략기술 육성에 관한 특별법,법률,과학기술정보통신부,20251001
277293,국가정보원법,법률,국가정보원,20260102
236273,국가정보원직원법,법률,국가정보원,20220420
279191,국가정보원직원법 시행령,대통령령,국가정보원,20251010
276213,국가지식정보 연계 및 활용 촉진에 관한 법률,법률,과학기술정보통신부,20251001
276075,국가채권 관리법,법률,재정경제부,20260102
259233,국가철도공단법,법률,국토교통부,20240123
283295,국가첨단전략산업 경쟁력 강화 및 보호에 관한 특별조치법,법률,산업통상부,20260210
268731,국가통합교통체계효율화법,법률,국토교통부,20260201
281649,국가통합교통체계효율화법 시행령,대통령령,국토교통부,20260102
283385,국가표준기본법,법률,산업통상부,20260219
283771,국가표준기본법 시행령,대통령령,산업통상부,20260303
276077,국가회계법,법률,재정경제부,20260102
165523,국경일에 관한 법률,법률,행정안전부,20141230
276079,국고금 관리법,법률,재정경제부,20260102
282615,국고금 관리법 시행규칙,재정경제부령,재정경제부,20260102
280813,국고금 관리법 시행령,대통령령,재정경제부,20260102
273617,국고금관리법 등의 위임사항 등에 관한 규칙,대법원규칙,대법원,20250901
231369,국군간호사관학교 설치법,법률,국방부,20211014
197235,국군의무사령부령,대통령령,국방부,20170905
114744,국군조직법,법률,국방부,20111015
258651,국군포로의 송환 및 대우 등에 관한 법률,법률,국방부,20240116
260905,국내입양에 관한 특별법,법률,보건복지부,20250719
270995,국내입양에 관한 특별법 시행령,대통령령,보건복지부,20250719
103962,국내재산 도피 방지법,법률,법무부,20100331
280383,국립공원공단법,법률,기후에너지환경부,20251223
276167,국립대학법인 서울대학교 설립ㆍ운영에 관한 법률,법률,교육부,20260102
280957,국립대학법인 서울대학교 설립ㆍ운영에 관한 법률 시행령,대통령령,교육부,20260102
276169,국립대학법인 인천대학교 설립ㆍ운영에 관한 법률,법률,교육부,20260102
276171,국립대학병원 설치법,법률,교육부,20260102
276173,국립대학의 회계 설치 및 재정 운영에 관한 법률,법률,교육부,20260102
276175,국립대학치과병원 설치법,법률,교육부,20260102
260765,국립묘지의 설치 및 운영에 관한 법률,법률,국가보훈부,20250228
276701,국립생태원의 설립 및 운영에 관한 법률,법률,기후에너지환경부,20260102
213519,국립외교원법,법률,외교부,20200730
283465,국립의 각급 학교에 두는 공무원의 정원에 관한 규정,대통령령,교육부,행정안전부,20260301
202640,국립중앙의료원의 설립 및 운영에 관한 법률,법률,보건복지부,20180914
283491,국립학교 설치령,대통령령,교육부,20260301
193436,국립해양생물자원관의 설립 및 운영에 관한 법률,법률,해양수산부,20171019
278877,국립환경과학원 시험의뢰 규칙,기후에너지환경부령,기후에너지환경부,20251001
277707,국민 제안 규정,대통령령,행정안전부,20251001
247245,국민 평생 직업능력 개발법,법률,고용노동부,20230704
282937,국민 평생 직업능력 개발법 시행령,대통령령,고용노동부,20260201
283065,국민건강보험 요양급여의 기준에 관한 규칙,보건복지부령,보건복지부,20260126
276651,국민건강보험법,법률,보건복지부,20260102
285129,국민건강보험법 시행규칙,보건복지부령,보건복지부,20260325
283469,국민건강보험법 시행령,대통령령,보건복지부,20260219
269929,국민건강증진법,법률,보건복지부,질병관리청,20260319
283027,국민권익위원회와 그 소속기관 직제,대통령령,국민권익위원회,행정안전부,20260127
276653,국민기초생활 보장법,법률,보건복지부,20251001
269175,국민기초생활 보장법 시행규칙,보건복지부령,보건복지부,20250321
281585,국민기초생활 보장법 시행령,대통령령,보건복지부,20260102
253319,국민보호와 공공안전을 위한 테러방지법,법률,국가정보원,국무조정실,20240209
239563,국민여가활성화기본법,법률,문화체육관광부,20220719
234675,국민연금과 직역연금의 연계에 관한 법률,법률,보건복지부,20220218
276655,국민연금법,법률,보건복지부,20260102
283561,국민연금법 시행규칙,보건복지부령,보건복지부,20260213
272577,국민연금법 시행령,대통령령,보건복지부,20260101
257757,국민영양관리법,법률,보건복지부,질병관리청,20240703
276385,국민체육진흥법,법률,문화체육관광부,20251001
281551,국민체육진흥법 시행령,대통령령,문화체육관광부,20260102
284147,국민투표법,법률,중앙선거관리위원회,20260306
269947,국방ㆍ군사시설 사업에 관한 법률,법률,국방부,20250919
245983,국방개혁에 관한 법률,법률,국방부,20221213
281001,국방개혁에 관한 법률 시행령,대통령령,국방부,20260102
258057,국방과학기술혁신 촉진법,법률,국방부,방위사업청,20240710
261995,국방과학기술혁신 촉진법 시행령,대통령령,국방부,방위사업청,20240501
259617,국방과학연구소법,법률,국방부,방위사업청,20240206
192435,국방대학교 설치법,법률,국방부,20170622
265613,국방대학교 설치법 시행령,대통령령,국방부,20241008
214029,국방부조사본부령,대통령령,국방부,20200204
264661,국방시설본부령,대통령령,국방부,20240806
248501,국방전직교육원법,법률,국방부,20230605
268033,국방정보화 기반조성 및 국방정보자원관리에 관한 법률,법률,국방부,20250107
281473,국방조직 및 정원에 관한 통칙,대통령령,국방부,20260102
266143,국새규정,대통령령,행정안전부,20241029
280373,국세기본법,법률,재정경제부,20260102
284607,국세기본법 시행규칙,재정경제부령,재정경제부,20260320
283623,국세기본법 시행령,대통령령,재정경제부,20260227
149922,국세와 지방세의 조정 등에 관한 법률,법률,재정경제부,20140114
280377,국세징수법,법률,재정경제부,20260101
284983,국세징수법 시행규칙,재정경제부령,재정경제부,20260320
283487,국세징수법 시행령,대통령령,재정경제부,20260227
284923,국세청과 그 소속기관 직제,대통령령,국세청,행정안전부,20260324
270587,국어기본법,법률,문화체육관광부,20251009
284687,국외유학에 관한 규정,대통령령,교육부,20260324
259071,국유림의 경영 및 관리에 관한 법률,법률,산림청,20240724
283349,국유재산법,법률,재정경제부,20260219
282621,국유재산법 시행규칙,재정경제부령,재정경제부,20260102
280819,국유재산법 시행령,대통령령,재정경제부,20260102
280821,국유재산에매장된물건의발굴에관한규정,대통령령,재정경제부,20260102
276087,국유재산특례제한법,법률,재정경제부,20260102
244609,국적법,법률,법무부,20221001
252535,국정감사 및 조사에 관한 법률,법률,국회,20230711
277817,국정홍보업무운영 규정,대통령령,문화체육관광부,20251001
277283,국제개발협력기본법,법률,국무조정실,외교부,20260102
276387,국제경기대회 지원법,법률,문화체육관광부,20260102
225193,국제과학기술협력 규정,대통령령,과학기술정보통신부,20210101
276217,국제과학비즈니스벨트 조성 및 지원에 관한 특별법,법률,과학기술정보통신부,20260102
276089,국제금융기구에의 가입조치에 관한 법률,법률,재정경제부,20260102
280825,국제금융기구에의 가입조치에 관한 법률 시행령,대통령령,재정경제부,20260102
238791,국제사법,법률,법무부,20220705
235999,국제상거래에 있어서 외국공무원에 대한 뇌물방지법,법률,법무부,20220109
206734,국제선박등록법,법률,해양수산부,20200116
237883,국제연합 평화유지활동 참여에 관한 법률,법률,외교부,20220622
281453,국제연합 평화유지활동 참여에 관한 법률 시행령,대통령령,외교부,20260102
227321,국제우편규정,대통령령,과학기술정보통신부,20210105
260909,국제입양에 관한 법률,법률,보건복지부,20250719
280389,국제조세조정에 관한 법률,법률,재정경제부,20260102
283629,국제조세조정에 관한 법률 시행령,대통령령,재정경제부,20260227
276953,국제항공 탄소 배출량 관리에 관한 법률,법률,국토교통부,기후에너지환경부,20251001
265019,국제항공 탄소 배출량 관리에 관한 법률 시행규칙,국토교통부령,국토교통부,기후에너지환경부,20240821
277937,국제항공 탄소 배출량 관리에 관한 법률 시행령,대통령령,국토교통부,기후에너지환경부,20251001
234719,국제항해선박 등에 대한 해적행위 피해예방에 관한 법률,법률,해양수산부,20220218
259267,국제항해선박 및 항만시설의 보안에 관한 법률,법률,해양수산부,20240724
228083,국제형사사법 공조법,법률,법무부,20210105
